OBJECTID;ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ACCES_VL;Arrdt;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;MIS_A_JOUR;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;POINT_X;POINT_Y;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;geo_shape;geo_point_2d
107;175;SOUFFLOT;18/M ET 19 TER RUE SOUFFLOT;19 TER RUE SOUFFLOT;E2;5;INDIGO;WWW.PARKINDIGO.FR;01 43 26 15 54;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;42583;239;2486;NON;ND;ND;NON;ND;42736;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;2;119,5;341;1243;2018-02-01;119,5;341;1243;32;1,2;83,6;238,7;870,1;10,1;;;ND;0,3;0,6;10,8;NON;ND;ND;NON;ND;3077;NON;"{""type"": ""Point"", ""coordinates"": [2.341455863734564, 48.84706075963001]}";48.8470607596, 2.34145586373
112;55;SAINT GERMAIN DES PRES;169 TER BOULEVARD SAINT GERMAIN;169 TER BOULEVARD SAINT GERMAIN;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 45 49 18 55;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;OUI;42583;310;3224;NON;ND;ND;NON;ND;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;17;ND;ND;ND;2018-02-01;ND;ND;1612;19;ND;138;368;1435;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.331094875674931, 48.85411090628743]}";48.8541109063, 2.33109487567
63;40;PORTE DE SAINT OUEN;25 AVENUE DE LA PORTE DE SAINT OUEN;25 AVENUE DE LA PORTE DE SAINT OUEN;E1;17;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 42 29 31 96;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;42095;120;1200;NON;ND;ND;OUI;920;43101;0,8;1,6;3,2;4,8;6,4;9,6;12,8;22,4;25,6;28,8;32;35,2;38,4;38,4;10;ND;ND;ND;2018-02-01;ND;ND;ND;4;ND;ND;ND;ND;ND;650834.5461;6866880.223;17R 17S 17T 17U 18E 18H 18J 18K 18L 18M 18N 18P 18R 18S 18T;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.329363957021306, 48.900046678656324]}";48.9000466787, 2.32936395702
65;64;PORTE MAILLOT;16 PLACE DE LA PORTE MAILLOT;16 PLACE DE LA PORTE MAILLOT;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 40 68 00 11;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;OUI;42583;208;2163;NON;ND;ND;NON;ND;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;40;ND;ND;ND;2018-02-01;ND;ND;1082;9;ND;112;319;1165;ND;647380.2712;6864575.349;ND;ND;ND;ND;NON;ND;ND;NON;ND;2756;NON;"{""type"": ""Point"", ""coordinates"": [2.282534459216831, 48.87904685235436]}";48.8790468524, 2.28253445922
172;162;JEAN BOUIN;17 RUE NUNGESSER ET COLI;17 RUE NUNGESSER ET COLI;E1;16;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 46 51 28 68;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;42675;136;1360;OUI;812;1120;NON;ND;43101;0,85;1,7;3,4;5,1;6,8;10,2;13,6;23,8;27,2;30,6;30,6;30,6;30,6;30,6;11;68;191;680;2018-02-01;68;191;680;56;1,15;48;134;476;10;;;16R 16S 16T 16U 16V 16W 16X 16Y 16Z + riverains rue Ningesser et Coli de Boulogne;0,3;0,6;10,35;OUI;284,2;392;NON;ND;1700;NON;"{""type"": ""Point"", ""coordinates"": [2.252172414704983, 48.84436007565812]}";48.8443600757, 2.2521724147
160;129;BERCY SEINE VEHICULES LEGERS;180 QUAI DE BERCY;180 QUAI DE BERCY;E1;12;SAEMES;WWW.SAEMES.FR;01 43 07 48 58;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;42917;168;1680;NON;ND;ND;OUI;1176;42552;0,9;1,8;3,6;5,4;7,2;10,8;14,4;25,2;28,8;32,4;32,4;32,4;32,4;32,4;14;ND;ND;ND;2018-02-01;84;222,5;840;10;1,3;67,2;178;672;15;;;12F 12G 12J 12K 12L 13K 13 P13R 13S;0,3;0,6;11,3;NON;ND;ND;OUI;504;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.380362983650312, 48.83523786033633]}";48.8352378603, 2.38036298365
113;139;SAINT MICHEL;5 PLACE SAINT-ANDRÉ DES ARTS;5 PLACE SAINT ANDRE DES ARTS;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 56 24 44 32;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;42583;335;3484;OUI;2090,4;2787,2;NON;ND;42736;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;39,6;39,6;39,6;39,6;39,6;9;167,5;478;1742;2018-02-01;167,5;478;1742;10;1,6;117,25;334,1;1219,4;10,1;;;5H 5J 6E 6G;0,4;0,8;13,6;OUI;731,64;975,52;NON;ND;4355;NON;"{""type"": ""Point"", ""coordinates"": [2.343317811481687, 48.85293078205181]}";48.8529307821, 2.34331781148
122;58;JOFFRE;2 TER ET 6 TER PLACE JOFFRE, 14 AVENUE FRÉDÉRIC LE PLAY;2 TER PLACE JOFFRE;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;VISITEURS ET ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;OUI;OUI;NON;OUI;42370;191;1986;NON;ND;ND;NON;ND;42736;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;39,6;39,6;39,6;39,6;39,6;1;95,5;272;993;2018-02-01;95,5;272;993;19;1,6;76;218;799;10;;;ND;0,4;0,8;13,6;NON;ND;ND;NON;ND;3110;NON;"{""type"": ""Point"", ""coordinates"": [2.304769997807464, 48.85439590275029]}";48.8543959028, 2.30476999781
161;103;FAUBOURG SAINT ANTOINE;83 TER AVENUE LEDRU-ROLLIN;83 TER AVENUE LEDRU ROLLIN;E1;12;INDIGO;WWW.PARKINDIGO.FR;01 44 75 52 43;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;NON;42583;234;2434;NON;ND;ND;NON;ND;42583;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;8;ND;ND;ND;2018-02-01;ND;ND;1214;31;ND;ND;380;1398;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.375353130642821, 48.85076403955239]}";48.8507640396, 2.37535313064
121;60;INVALIDES;22 RUE DE CONSTANTINE;22 RUE DE CONSTANTINE;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 47 05 36 47;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;NON;NON;42583;250;2600;NON;ND;ND;OUI;1820;42736;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;39,6;39,6;39,6;39,6;39,6;3;125;356;1300;2018-02-01;125;356;1300;26;1,6;88;250;910;10;;;1E 7E 7F 7G 7H 7J 7K 7L 7M 7N 8E 16H;0,4;0,8;13,6;NON;ND;ND;OUI;637;3609;NON;"{""type"": ""Point"", ""coordinates"": [2.31467282678959, 48.859451517011635]}";48.859451517, 2.31467282679
163;127;LYON DIDEROT;198 RUE DE  BERCY;198 RUE DE  BERCY;E1;12;SAEMES;WWW.SAEMES.FR;01 53 17 63 08;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;42783;ND;ND;NON;ND;ND;NON;ND;42783;1;2;4;6;8;12;16;28;32;33,5;33,5;33,5;33,5;33,5;6;ND;ND;ND;2018-02-01;ND;ND;ND;44;2;108,6;ND;ND;ND;;;ND;0,5;1;16,75;NON;ND;ND;NON;ND;3500;NON;"{""type"": ""Point"", ""coordinates"": [2.372121300562611, 48.844760134306426]}";48.8447601343, 2.37212130056
169;100;VAN GOGH;203 TER RUE DE BERCY;203 TER RUE DE BERCY;E1;12;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;OUI;NON;OUI;NON;NON;42917;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;0;ND;ND;ND;ND;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;2051;NON;"{""type"": ""Point"", ""coordinates"": [2.371946306568387, 48.8445073952223]}";48.8445073952, 2.37194630657
142;54;FRANCOIS 1ER;17 QUATER RUE FRANÇOIS 1ER;17 QUATER RUE FRANCOIS 1ER;E1;8;INTERPARKING;WWW.INTERPARKING-FRANCE.COM;01 47 23 37 03;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;41944;263;2625;OUI;1050;2100;NON;ND;43027;0,95;1,9;3,8;5,7;7,6;11,4;15,2;26,6;30,4;34,2;34,2;34,2;34,2;34,2;11;132;368;1313;2018-02-01;132;368;1313;5;1,3;73,5;195,5;735;10;;;7E 7G 8E 8F 8H 16G 16H 16I 16K;ND;0,65;11,95;OUI;367,5;735;NON;ND;3281;NON;"{""type"": ""Point"", ""coordinates"": [2.305738062190616, 48.86724121571962]}";48.8672412157, 2.30573806219
137;189;CHAMPS ELYSEES;62 TER ET 113 AVENUE DES CHAMPS ELYSÉES;113 AVENUE CHAMPS ELYSEES;E2;8;INDIGO;WWW.PARKINDIGO.FR;01 45 61 40 79;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;42583;264;2626,5;NON;ND;ND;OUI;1838,55;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;11;ND;ND;ND;2018-02-01;132;367;1313,25;40;ND;72;206;727;ND;;;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.299521376738923, 48.87214538254684]}";48.8721453825, 2.29952137674
103;76;PATRIARCHES;42 TER RUE DAUBENTON;42 TER RUE DAUBENTON;E1;5;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 43 37 43 56;185;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;42736;280;2800;OUI;1680;2240;NON;ND;43101;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;7;140;392;1400;2018-02-01;140;392;1400;14;1,5;98;274,4;980;10;;;5E 5F 5G 5H 5J 6E 6G 13H 13HJ 13K 14P;0,4;0,8;13,5;OUI;588;784;NON;ND;3500;NON;"{""type"": ""Point"", ""coordinates"": [2.351265087857511, 48.84055347306488]}";48.8405534731, 2.35126508786
133;110;ALMA GEORGE V;6 TER ET 17 TER AVENUE GEORGE V;17 TER AVENUE GEORGE V;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 47 23 06 86;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;42583;305;3172;NON;ND;ND;OUI;2220,4;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;6;ND;ND;ND;2018-02-01;152,5;434,5;1586;0;ND;122;347,6;1268,8;ND;;;7E 7G 8E 8F 8H 16G 16H 16I 16K;ND;ND;ND;NON;ND;ND;NON;ND;3585,3;NON;"{""type"": ""Point"", ""coordinates"": [2.301006546862864, 48.86681511242453]}";48.8668151124, 2.30100654686
134;179;ALMA GEORGE V;6 TER ET 17 TER AVENUE GEORGE V;6 TER AVENUE GEORGE V;E2;8;INDIGO;WWW.PARKINDIGO.FR;01 47 23 06 86;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;42583;305;3172;NON;ND;ND;OUI;2220,4;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;6;ND;ND;ND;2018-02-01;152,5;434,5;1586;0;ND;122;347,6;1268,8;ND;;;7E 7G 8E 8F 8H 16G 16H 16I 16K;ND;ND;ND;NON;ND;ND;NON;ND;3585,3;NON;"{""type"": ""Point"", ""coordinates"": [2.301708081005073, 48.86542384155182]}";48.8654238416, 2.30170808101
135;14;BERGSON;18 RUE DE LABORDE;18 RUE DE LABORDE;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 45 22 84 96;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;OUI;42583;307;3092;NON;ND;ND;OUI;2164,4;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;0;ND;ND;ND;2018-02-01;153,5;423,3;1546;54;ND;96;273,6;998,4;ND;;;8H 8J 8K 8L 9E 9G 17K 17R;ND;ND;ND;NON;ND;ND;NON;ND;3575;NON;"{""type"": ""Point"", ""coordinates"": [2.320371431834063, 48.875773443602625]}";48.8757734436, 2.32037143183
129;155;SEVRES BABYLONE;1 BIS RUE DE BABYLONE;1 BIS RUE DE BABYLONE;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;42357;290;2900;OUI;1620;2160;NON;ND;42357;1;2;4;6;8;12;16;28;32;36;36;36;36;36;19;145;406;1450;2018-02-01;145;406;1450;31;1,4;101,5;406;1450;10;;;6E 6F 7M 7N 7L;0,35;0,7;12,6;OUI;567;756;NON;ND;3625;NON;"{""type"": ""Point"", ""coordinates"": [2.324567408265427, 48.85164672106456]}";48.8516467211, 2.32456740827
150;2;MALESHERBES ANJOU;20 TER ET 35 TER BOULEVARD MALESHERBES;20 TER BOULEVARD MALESHERBES;E1;8;SAGS;WWW.SAGS.FR;ND;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;NON;43132;280;2800;OUI;1568;2240;NON;ND;43132;1;2;4;6;8;12;16;28;32;36;36;36;36;36;0;140;392;1400;2018-02-01;140;392;1400;19;1,4;98;274,4;980;10;;;1E 2E 8H 8J 8K 8L;0,35;0,7;12,6;OUI;548,8;784;NON;ND;3500;NON;"{""type"": ""Point"", ""coordinates"": [2.321811942429643, 48.872486782904254]}";48.8724867829, 2.32181194243
130;63;SUFFREN;8 TER PLACE JOFFRE, 13 AVENUE ÉMILE ACOLLAS, 77 AVENUE DE SUFFREN;8 TER PLACE JOFFRE;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;0;ND;ND;ND;ND;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;"{""type"": ""Point"", ""coordinates"": [2.303006619668331, 48.853392428967545]}";48.853392429, 2.30300661967
59;35;PORTE DE CHAMPERRET;6 AVENUE PORTE DE CHAMPERRET, 21 BOULEVARD DE L'YSER;21 BOULEVARD DE L YSER;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 43 80 73 81;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;42583;148;1539;NON;ND;ND;OUI;1082;42767;1;2;4;6;8;12;16;28;32;36;36;36;36;36;29;ND;ND;ND;2018-02-01;74;211;770;37;1,2;72;205;749;16;647738.9887;6865186.552;17E 17F 17G 17H 17L 17M 17N;0,3;0,6;10,8;NON;ND;ND;OUI;520;1924;NON;"{""type"": ""Point"", ""coordinates"": [2.287350064459235, 48.88457238528728]}";48.8845723853, 2.28735006446
62;43;PORTE DE SAINT CLOUD;10 AVENUE DE LA PORTE DE SAINT CLOUD;10 AVENUE DE LA PORTE DE SAINT CLOUD;E1;16;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 46 51 28 68;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;42736;170;1700;OUI;1020;1360;NON;ND;43101;1;2;4;6;8;12;16;28;32;36;36;36;36;36;28;85;237,5;850;2018-02-01;85;237,5;850;57;1,4;59,5;166,25;595;13;645223.9879;6860123.132;15M 15N 16P 16R 16S 16T 16U 16V 16W 16X 16Y 16Z;0,35;0,7;12,6;OUI;357;476;NON;ND;2125;NON;"{""type"": ""Point"", ""coordinates"": [2.253709161270994, 48.838829196929865]}";48.8388291969, 2.25370916127
78;4;VILLIERS;14 AVENUE DE VILLIERS;14 AVENUE DE VILLIERS;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 47 63 44 91;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;NON;42583;311;3234;NON;ND;ND;NON;ND;42736;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;1;155,5;443;1617;2018-02-01;155,5;443;1617;9;1,2;109;310;1134;10;649708.5318;6864878.144;ND;0,3;0,6;10,8;NON;ND;ND;NON;ND;4046;NON;"{""type"": ""Point"", ""coordinates"": [2.314242607901708, 48.88195582063875]}";48.8819558206, 2.3142426079
79;123;WAGRAM COURCELLES;103 RUE JOUFFROY D'ABBANS;103 RUE JOUFFROY D ABBANS;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 47 63 75 83;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;42583;305;3172;NON;ND;ND;NON;ND;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;5;ND;ND;ND;2018-02-01;ND;ND;1586;10;ND;122;348;1269;ND;648767.3724;6864872.337;ND;ND;ND;ND;NON;ND;ND;NON;ND;3713;NON;"{""type"": ""Point"", ""coordinates"": [2.3014106417868, 48.881829405666736]}";48.8818294057, 2.30141064179
33;132;MAILLOT PEREIRE (SURFACE);271 BOULEVARD PÉREIRE;271 BOULEVARD PEREIRE;E1;17;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;NON;43101;135;1350;OUI;810;1080;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;67,5;192,5;675;2018-02-01;67,5;192,5;675;0;ND;ND;ND;ND;ND;647569.3539;6864465.467;16E 16F 17E 17F 17G 17H;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.285126008387427, 48.87807413675762]}";48.8780741368, 2.28512600839
80;163;WATT (RIVE GAUCHE);50 RUE WATT;50 RUE WATT;E1;13;INDIGO;WWW.PARKINDIGO.FR;01 44 06 60 50;190;;ABONNES;POUR ABONNES;OUI;OUI;OUI;NON;NON;42583;89,5;895;OUI;429,6;716;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;17;45;126;448;2018-02-01;45;126;448;0;ND;31;87;310;5;654369.6445;6858665.297;TOUT PARIS;ND;ND;ND;OUI;150,36;250,6;NON;ND;1455;NON;"{""type"": ""Point"", ""coordinates"": [2.378464008549721, 48.82643117711773]}";48.8264311771, 2.37846400855
97;56;NOTRE DAME;9 PARVIS NOTRE-DAME-PLACE JEAN-PAUL II;9 PARVIS NOTRE DAME PLACE JEAN PAUL II;E1;4;SAEMES;WWW.SAEMES.FR;01 56 81 14 20;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;42917;287;3014;OUI;1808,4;2411,2;NON;ND;42186;1;2;4;6;8;12;16;28;32;32;32;32;32;32;8;ND;ND;ND;2018-02-01;143;394;1507;18;1;87;237;904;15;;;4E 5J;0,3;0,5;6,8;NON;ND;ND;OUI;603;3891;NON;"{""type"": ""Point"", ""coordinates"": [2.347667857860528, 48.853906510102284]}";48.8539065101, 2.34766785786
29;108;JOUFFROY;6 RUE JOUFFROY D'ABBANS;6 RUE JOUFFROY D ABBANS;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 43 80 73 81;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;42583;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;0;ND;ND;ND;ND;ND;649630.4241;6865461.905;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;"{""type"": ""Point"", ""coordinates"": [2.31310836979106, 48.88719926799184]}";48.887199268, 2.31310836979
50;82;MOZART;2 RUE DE LA CURE;2 RUE DE LA CURE;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;NON;42917;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;5;ND;ND;ND;ND;ND;646338.2507;6861773.682;ND;ND;ND;ND;NON;ND;ND;NON;ND;2821;NON;"{""type"": ""Point"", ""coordinates"": [2.268681190575788, 48.8537661911968]}";48.8537661912, 2.26868119058
92;124;BAUDOYER;25 TER RUE DE RIVOLI;25 TER RUE DE RIVOLI;E1;4;REALPARK S.A.;WWW.REALPARK.FR;01 44 17 18 19;195;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;41699;249;2500;NON;ND;ND;NON;ND;42795;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,4;34;36,8;36,8;36,8;36,8;36,8;6;ND;ND;ND;2018-02-01;ND;ND;ND;11;ND;100;ND;ND;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.3561032095734102, 48.8562887428376]}";48.8562887428, 2.35610320957
110;86;MARCHE SAINT GERMAIN;2 TER RUE LOBINEAU;2 TER RUE LOBINEAU;E1;6;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;43009;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;0;ND;116,8;321,2;1168;10;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;2880;NON;"{""type"": ""Point"", ""coordinates"": [2.336856938314872, 48.8518071996483]}";48.8518071996, 2.33685693831
108;81;ANDRE HONNORAT;8 BIS RUE AUGUSTE COMTE;8 BIS RUE AUGUSTE COMTE;E1;6;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;42917;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;3;ND;141;360;1375;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;3437;NON;"{""type"": ""Point"", ""coordinates"": [2.337983713854783, 48.84421507777338]}";48.8442150778, 2.33798371385
12;34;CITROEN CEVENNES;47 RUE LEBLANC;47 RUE LEBLANC;E1;15;INDIGO;WWW.PARKINDIGO.FR;01 45 57 32 69;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;NON;42583;199;2070;OUI;1240,5;1654;NON;ND;42736;0,85;1,7;3,4;5,1;6,8;10,2;13,6;23,8;27,2;30,6;30,6;30,6;30,6;30,6;12;99,5;284;1035;2018-02-01;99,5;284;1035;18;0,8;70;200;728;10;646885.9526;6860088.246;15M 15N 15P 15W 15X;0,2;0,4;7,2;OUI;436,5;582;NON;ND;2588;NON;"{""type"": ""Point"", ""coordinates"": [2.276355517554811, 48.83865458953479]}";48.8386545895, 2.27635551755
2;143;AUGUSTE BLANQUI (SURFACE);149 BOULEVARD AUGUSTE BLANQUI;149 BOULEVARD AUGUSTE BLANQUI;E1;13;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;OUI;43101;105,2;1052;OUI;631;841;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;52,6;150;526;2018-02-01;52,6;150;526;0;ND;ND;ND;ND;ND;651724.5094;6859205.804;5E 5F 13F 13G 13H 13J 13K 13L 14H 14P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.342374644194102, 48.831099344934664]}";48.8310993449, 2.34237464419
